fileName,name,contentUrl,encodingFormat
Bhargava-data-cov.csv,Bhargava-data-cov,https://doi.org/10.7910/DVN/0BL67B,csv
Hu-Dataset.csv,Hu-Dataset,https://osf.io/g5hmb/,csv
Roozenbeek-complete_data.csv,Roozenbeek-complete_data,https://doi.org/10.7910/DVN/BOJP4D,csv
